10Mkeys-load-hash-5-fields-with-10B-values,m6a.2xlarge,511190.770
10Mkeys-load-hash-5-fields-with-10B-values,m6g.2xlarge,321984.450
1Mkeys-string-get-100B-pipeline-10,c4.2xlarge,531879.150
1Mkeys-string-get-100B-pipeline-10,c5.2xlarge,859527.420
1Mkeys-string-get-100B-pipeline-10,c6i.2xlarge,1056711.010
1Mkeys-string-get-100B-pipeline-10,c6a.2xlarge,899848.450
1Mkeys-string-get-100B-pipeline-10,c6g.2xlarge,741166.770
1Mkeys-string-get-100B-pipeline-10,c7g.2xlarge,984671.500
1Mkeys-string-get-100B-pipeline-10,r4.2xlarge,315018.510
1Mkeys-string-get-100B-pipeline-10,r5.2xlarge,756456.780
1Mkeys-string-get-100B-pipeline-10,r6i.2xlarge,1054166.670
1Mkeys-string-get-100B-pipeline-10,r6a.2xlarge,832429.360
1Mkeys-string-get-100B-pipeline-10,r6g.2xlarge,813020.250
1Mkeys-string-get-100B-pipeline-10,m4.2xlarge,438253.090
1Mkeys-string-get-100B-pipeline-10,m5.2xlarge,738863.400
1Mkeys-string-get-100B-pipeline-10,m6i.2xlarge,1025483.560
1Mkeys-string-get-100B-pipeline-10,m6a.2xlarge,1176441.780
1Mkeys-string-get-100B-pipeline-10,m6g.2xlarge,814270.740
1Mkeys-string-get-1KiB,c4.2xlarge,181217.420
1Mkeys-string-get-1KiB,c5.2xlarge,172244.990
1Mkeys-string-get-1KiB,c6i.2xlarge,207434.750
1Mkeys-string-get-1KiB,c6a.2xlarge,182270.940
1Mkeys-string-get-1KiB,c6g.2xlarge,195329.180
1Mkeys-string-get-1KiB,c7g.2xlarge,211643.470
1Mkeys-string-get-1KiB,r4.2xlarge,95181.310
1Mkeys-string-get-1KiB,r5.2xlarge,149912.970
1Mkeys-string-get-1KiB,r6i.2xlarge,208312.250
1Mkeys-string-get-1KiB,r6a.2xlarge,165363.830
1Mkeys-string-get-1KiB,r6g.2xlarge,195781.230
1Mkeys-string-get-1KiB,m4.2xlarge,148944.370
1Mkeys-string-get-1KiB,m5.2xlarge,157318.210
1Mkeys-string-get-1KiB,m6i.2xlarge,207740.970
1Mkeys-string-get-1KiB,m6a.2xlarge,208754.070
1Mkeys-string-get-1KiB,m6g.2xlarge,198212.050
1Mkeys-load-hash-5-fields-with-1000B-values,c4.2xlarge,60346.990
1Mkeys-load-hash-5-fields-with-1000B-values,c5.2xlarge,134343.330
1Mkeys-load-hash-5-fields-with-1000B-values,c6i.2xlarge,164819.950
1Mkeys-load-hash-5-fields-with-1000B-values,c6a.2xlarge,138987.530
1Mkeys-load-hash-5-fields-with-1000B-values,c6g.2xlarge,116757.280
1Mkeys-load-hash-5-fields-with-1000B-values,c7g.2xlarge,144428.580
1Mkeys-load-hash-5-fields-with-1000B-values,r4.2xlarge,70840.350
1Mkeys-load-hash-5-fields-with-1000B-values,r5.2xlarge,128603.510
1Mkeys-load-hash-5-fields-with-1000B-values,r6i.2xlarge,162584.830
1Mkeys-load-hash-5-fields-with-1000B-values,r6a.2xlarge,129168.300
1Mkeys-load-hash-5-fields-with-1000B-values,r6g.2xlarge,121034.620
1Mkeys-load-hash-5-fields-with-1000B-values,m4.2xlarge,24094.110
1Mkeys-load-hash-5-fields-with-1000B-values,m5.2xlarge,128332.850
1Mkeys-load-hash-5-fields-with-1000B-values,m6i.2xlarge,174703.830
1Mkeys-load-hash-5-fields-with-1000B-values,m6a.2xlarge,174843.390
1Mkeys-load-hash-5-fields-with-1000B-values,m6g.2xlarge,120125.760
1Mkeys-hash-hmget-5-fields-with-100B-values-pipeline-10,c4.2xlarge,420090.420
1Mkeys-hash-hmget-5-fields-with-100B-values-pipeline-10,c5.2xlarge,635544.310
1Mkeys-hash-hmget-5-fields-with-100B-values-pipeline-10,c6i.2xlarge,799560.120
1Mkeys-hash-hmget-5-fields-with-100B-values-pipeline-10,c6a.2xlarge,681701.420
1Mkeys-hash-hmget-5-fields-with-100B-values-pipeline-10,c6g.2xlarge,474118.890
1Mkeys-hash-hmget-5-fields-with-100B-values-pipeline-10,c7g.2xlarge,629599.350
1Mkeys-hash-hmget-5-fields-with-100B-values-pipeline-10,r4.2xlarge,280836.300
1Mkeys-hash-hmget-5-fields-with-100B-values-pipeline-10,r5.2xlarge,567321.400
1Mkeys-hash-hmget-5-fields-with-100B-values-pipeline-10,r6i.2xlarge,717682.810
1Mkeys-hash-hmget-5-fields-with-100B-values-pipeline-10,r6a.2xlarge,614927.710
1Mkeys-hash-hmget-5-fields-with-100B-values-pipeline-10,r6g.2xlarge,500438.930
1Mkeys-hash-hmget-5-fields-with-100B-values-pipeline-10,m4.2xlarge,350275.790
1Mkeys-hash-hmget-5-fields-with-100B-values-pipeline-10,m5.2xlarge,554474.840
1Mkeys-hash-hmget-5-fields-with-100B-values-pipeline-10,m6i.2xlarge,797770.890
1Mkeys-hash-hmget-5-fields-with-100B-values-pipeline-10,m6a.2xlarge,806617.250
1Mkeys-hash-hmget-5-fields-with-100B-values-pipeline-10,m6g.2xlarge,503474.950
10Mkeys-load-hash-5-fields-with-100B-values-pipeline-10,c4.2xlarge,258207.100
10Mkeys-load-hash-5-fields-with-100B-values-pipeline-10,c5.2xlarge,343388.500
10Mkeys-load-hash-5-fields-with-100B-values-pipeline-10,c6i.2xlarge,436984.870
10Mkeys-load-hash-5-fields-with-100B-values-pipeline-10,c6a.2xlarge,382937.960
10Mkeys-load-hash-5-fields-with-100B-values-pipeline-10,c6g.2xlarge,259615.620
10Mkeys-load-hash-5-fields-with-100B-values-pipeline-10,c7g.2xlarge,363283.690
10Mkeys-load-hash-5-fields-with-100B-values-pipeline-10,r4.2xlarge,175992.790
10Mkeys-load-hash-5-fields-with-100B-values-pipeline-10,r5.2xlarge,315466.110
10Mkeys-load-hash-5-fields-with-100B-values-pipeline-10,r6i.2xlarge,415062.700
10Mkeys-load-hash-5-fields-with-100B-values-pipeline-10,r6a.2xlarge,353318.240
10Mkeys-load-hash-5-fields-with-100B-values-pipeline-10,r6g.2xlarge,264525.110
10Mkeys-load-hash-5-fields-with-100B-values-pipeline-10,m4.2xlarge,191389.290
10Mkeys-load-hash-5-fields-with-100B-values-pipeline-10,m5.2xlarge,305467.830
10Mkeys-load-hash-5-fields-with-100B-values-pipeline-10,m6i.2xlarge,431075.060
10Mkeys-load-hash-5-fields-with-100B-values-pipeline-10,m6a.2xlarge,429993.620
10Mkeys-load-hash-5-fields-with-100B-values-pipeline-10,m6g.2xlarge,265545.550
1Mkeys-string-get-10B,c4.2xlarge,535994.120
1Mkeys-string-get-10B,c5.2xlarge,897775.470
1Mkeys-string-get-10B,c6i.2xlarge,1082230.250
1Mkeys-string-get-10B,c6a.2xlarge,897892.030
1Mkeys-string-get-10B,c6g.2xlarge,769849.540
1Mkeys-string-get-10B,c7g.2xlarge,991494.140
1Mkeys-string-get-10B,r4.2xlarge,312562.580
1Mkeys-string-get-10B,r5.2xlarge,742865.830
1Mkeys-string-get-10B,r6i.2xlarge,1115154.520
1Mkeys-string-get-10B,r6a.2xlarge,859446.960
1Mkeys-string-get-10B,r6g.2xlarge,827004.820
1Mkeys-string-get-10B,m4.2xlarge,439698.600
1Mkeys-string-get-10B,m5.2xlarge,765316.110
1Mkeys-string-get-10B,m6i.2xlarge,1059536.360
1Mkeys-string-get-10B,m6a.2xlarge,1162341.730
1Mkeys-string-get-10B,m6g.2xlarge,828797.550
10Mkeys-load-hash-5-fields-with-100B-values,c4.2xlarge,258207.100
10Mkeys-load-hash-5-fields-with-100B-values,c5.2xlarge,343388.500
10Mkeys-load-hash-5-fields-with-100B-values,c6i.2xlarge,436984.870
10Mkeys-load-hash-5-fields-with-100B-values,c6a.2xlarge,382937.960
10Mkeys-load-hash-5-fields-with-100B-values,c6g.2xlarge,259615.620
10Mkeys-load-hash-5-fields-with-100B-values,c7g.2xlarge,363283.690
10Mkeys-load-hash-5-fields-with-100B-values,r4.2xlarge,175992.790
10Mkeys-load-hash-5-fields-with-100B-values,r5.2xlarge,315466.110
10Mkeys-load-hash-5-fields-with-100B-values,r6i.2xlarge,415062.700
10Mkeys-load-hash-5-fields-with-100B-values,r6a.2xlarge,353318.240
10Mkeys-load-hash-5-fields-with-100B-values,r6g.2xlarge,264525.110
10Mkeys-load-hash-5-fields-with-100B-values,m4.2xlarge,191389.290
10Mkeys-load-hash-5-fields-with-100B-values,m5.2xlarge,305467.830
10Mkeys-load-hash-5-fields-with-100B-values,m6i.2xlarge,431075.060
10Mkeys-load-hash-5-fields-with-100B-values,m6a.2xlarge,429993.620
10Mkeys-load-hash-5-fields-with-100B-values,m6g.2xlarge,265545.550
1Mkeys-string-get-1KiB-pipeline-10,c4.2xlarge,520035.660
1Mkeys-string-get-1KiB-pipeline-10,c5.2xlarge,830243.310
1Mkeys-string-get-1KiB-pipeline-10,c6i.2xlarge,1015903.400
1Mkeys-string-get-1KiB-pipeline-10,c6a.2xlarge,850275.880
1Mkeys-string-get-1KiB-pipeline-10,c6g.2xlarge,675950.900
1Mkeys-string-get-1KiB-pipeline-10,c7g.2xlarge,838344.060
1Mkeys-string-get-1KiB-pipeline-10,r4.2xlarge,312355.590
1Mkeys-string-get-1KiB-pipeline-10,r5.2xlarge,697392.650
1Mkeys-string-get-1KiB-pipeline-10,r6i.2xlarge,1009846.090
1Mkeys-string-get-1KiB-pipeline-10,r6a.2xlarge,785354.150
1Mkeys-string-get-1KiB-pipeline-10,r6g.2xlarge,757102.430
1Mkeys-string-get-1KiB-pipeline-10,m4.2xlarge,429709.040
1Mkeys-string-get-1KiB-pipeline-10,m5.2xlarge,716519.460
1Mkeys-string-get-1KiB-pipeline-10,m6i.2xlarge,991238.260
1Mkeys-string-get-1KiB-pipeline-10,m6a.2xlarge,1078384.370
1Mkeys-string-get-1KiB-pipeline-10,m6g.2xlarge,747285.940
